Business Name,Description,Possible Address,Phone Numbers,Emails,Websites
COLOUR COUNTRY FLORA,"ADDRESS:
18 ANTHONY ROAD
CHANCLIFF
KRUGERSDORP
POSTAL ADDRESS:
18 ANTHONY ROAD
CHANCLIFF
KRUGERSDORP
TEL:
011-954 4811
FAX:
011-954 2590
EMAIL:
COLOURCOUNTRYFLORA@GMAIL.COM
TRADE HEADING
FLORIST & WHOLESALE CUT FLOWERS","18 ANTHONY ROAD
CHANCLIFF
KRUGERSDORP
POSTAL ADDRESS; 18 ANTHONY ROAD
CHANCLIFF
KRUGERSDORP
TEL; 954 4811
FAX; 954 2590
EMAIL","011-954 4811, 011-954 2590",COLOURCOUNTRYFLORA@GMAIL.COM,
LOSHAN AIRCONDITIONING & REFRIGERATOR CONSTRACTORS CC,"ADDRESS:
5 DE WEST STREET
BENONI
TEL:
087-722 1403
FAX:
086-657 6833
EMAIL:
laventhal@ivuist.co.za
TRADE HEADING
AIRCONDITIONER REPAIRS","5 DE WEST STREET
BENONI
TEL; 722 1403
FAX; 657 6833
EMAIL","087-722 1403, 086-657 6833",laventhal@ivuist.co.za,
ONTIME READYMIX CONCRETE CC,"ADDRESS:
18 MAIN REEF ROAD
BRAKPAN
TEL:
011-740 8915
EMAIL:
ontimemix@polka.co.za
TRADE HEADING
READY MIX CONCRETE","18 MAIN REEF ROAD
BRAKPAN
TEL; 740 8915
EMAIL",011-740 8915,ontimemix@polka.co.za,
AQUATEX FABRIC PAINT,"ADDRESS:
22 TRUMP STREET
SELBY
JOHANNESBURG
TEL:
011-493 3686
EMAIL:
urnestn@chemosol.co.za
TRADE HEADING
SCREEN PRINTING SUPPLIERS","22 TRUMP STREET
SELBY
JOHANNESBURG
TEL; 493 3686
EMAIL",011-493 3686,urnestn@chemosol.co.za,
CHEMOSOL SCREEN & PRINT SUPPLIES,"ADDRESS:
22 TRUMP STREEET
SELBY
JOHANNESBURG
TEL:
011-493 3686
EMAIL:
urnestn@chemosol.co.za
TRADE HEADING
SCREEN PRINTING SUPPLIERS","22 TRUMP STREEET
SELBY
JOHANNESBURG
TEL; 493 3686
EMAIL",011-493 3686,urnestn@chemosol.co.za,
SHARP-RITE,"ADDRESS:
288 COMMISSIONER STREET
JEPPESTOWN
JOHANNESBURG
TEL:
011-624 3185
FAX:
011-624 1922
TRADE HEADING
SAW REPAIRS","288 COMMISSIONER STREET
JEPPESTOWN
JOHANNESBURG
TEL; 624 3185
FAX; 624 1922
TRADE HEADING
SAW REPAIRS","011-624 3185, 011-624 1922",,
PANASONIC BUSINESS SYSTEM,"ADDRESS:
SHOP 4 AT PICK 'N PAY CENTRE
NELSON MANDELA STREET
TEL:
014-717 4030
FAX:
014-717 4031
TRADE HEADING
OFFICES EQUIPMENT SUPPLIERS","4 AT PICK ; 717 4030
FAX; 717 4031
TRADE HEADING
OFFICES EQUIPMENT SUPPLIERS","014-717 4030, 014-717 4031",,
BUILD IT (MACHADORP),"ADDRESS:
CAROLINE STREET
MACHADORP
TEL:
013-256 0965
EMAIL:
jacoengelbrechb12@gmail.com
TRADE HEADING
HARDWARE STORES","256 0965
EMAIL",013-256 0965,jacoengelbrechb12@gmail.com,
10111 PLUMBERS & ELECTRICAL,"ADDRESS:
39 MALCOM STREET
LEWISHAM
KLERKSDORP
GAUTENG
CELL:
082 684 0435
FAX:
011-664 7199
EMAIL:
frikkie@10111plumbers.co.za
TRADE HEADING
ELECTRICIANS","39 MALCOM STREET
LEWISHAM
KLERKSDORP
GAUTENG
CELL; 082 684 0435
FAX; 664 7199
EMAIL","082 684 0435, 011-664 7199",frikkie@10111plumbers.co.za,
WEBSTER INSTRUMENT SERVICES & SALES,"ADDRESS:
ARGYLE SQUARE OFFICE PARK
TARMARISK ROAD
WELTEVREDEN PARK
ROODEPORT
TEL:
011-679 4252
FAX:
011-679 4258
EMAIL:
info@webster-instruments.co.za
TRADE HEADING
SURVEYING EQUIPMENT","679 4252
FAX; 679 4258
EMAIL","011-679 4252, 011-679 4258",info@webster-instruments.co.za,
MACHINE TOOL EXCHANGE,"ADDRESS:
RIVERSIDE ESTATE
36 RIVERSIDE ROAD
PRETORIA
TEL:
011-026 5383
FAX:
011-728 6387
EMAIL:
info@machinetoolexchange.co.za
TRADE HEADING
SHEET METAL","36 RIVERSIDE ROAD
PRETORIA
TEL; 026 5383
FAX; 728 6387
EMAIL","011-026 5383, 011-728 6387",info@machinetoolexchange.co.za,
UPS DIRECT (PTY) LTD,"ADDRESS:
LINBRO BUISNESS PARK
51 C GALAXY AVENUE
LINBRO PARK
TEL:
011-879 8800
FAX:
011-879 8810
TRADE HEADING
UNINTERRUPTIBLE POWER SUPPLIES","51 C GALAXY AVENUE
LINBRO PARK
TEL; 879 8800
FAX; 879 8810
TRADE HEADING
UNINTERRUPTIBLE POWER SUPPLIES","011-879 8800, 011-879 8810",,
FURNLOCK & SLIDE,"ADDRESS:
32 15TH STREET
EASTGATE GARDENS
MARBARO
TEL:
011-444 3997
FAX:
011-444 3997
EMAIL:
breg@furnlock.co.za
TRADE HEADING
LOCK MANUFACTURES","32 15TH STREET
EASTGATE GARDENS
MARBARO
TEL; 444 3997
FAX; 444 3997
EMAIL","011-444 3997, 011-444 3997",breg@furnlock.co.za,
RACEC RAIL,"ADDRESS:
PLOT 162 IAN-COETZER ROAD
WITHOK ESTATES
BRAKPAN
TEL:
011-845 5300
FAX:
011-845 5310
EMAIL:
rosina.somoro@racec.co.za
TRADE HEADING
RAILWAY CONSTRUCTION","162 IAN-COETZER ROAD
WITHOK ESTATES
BRAKPAN
TEL; 845 5300
FAX; 845 5310
EMAIL","011-845 5300, 011-845 5310",rosina.somoro@racec.co.za,
BLACKFIX APPLIANCE SERVICES,"ADDRESS:
2 BURIAN AVENUE
TEL:
011-444 5438
FAX:
011-443 0808
TRADE HEADING
WASHING MACHINE REPAIRS","2 BURIAN AVENUE
TEL; 444 5438
FAX; 443 0808
TRADE HEADING
WASHING MACHINE REPAIRS","011-444 5438, 011-443 0808",,
EEZI PAWN,"ADDRESS:
PADSTOW STREET
NICOS BUILDING
NEW REDRUTH
ALBERTON
TEL:
011-907 1332
FAX:
011-907 1332
TRADE HEADING
PAWN BROKERS","907 1332
FAX; 907 1332
TRADE HEADING
PAWN BROKERS","011-907 1332, 011-907 1332",,
NIC BROKERS,"ADDRESS:
122 MONUMENT ROAD
ASTON MANOR
KEMPTON PARK
TEL:
011-391 6554
FAX:
011-391 6613
EMAIL:
dani@nicsa.co.za
WEBSITE:
www.nicbrokers.co.za
TRADE HEADING
INSURANCE","122 MONUMENT ROAD
ASTON MANOR
KEMPTON PARK
TEL; 391 6554
FAX; 391 6613
EMAIL","011-391 6554, 011-391 6613",dani@nicsa.co.za,
TOM BELL,"ADDRESS:
468 LONG AVENUE FERNDALE
RANDBURG
JOHANNESBURG
TEL:
011-792 1750
FAX:
011-792 5576
EMAIL:
tom@tombell.co.za
TRADE HEADING
BUILDING SERVICES & ENGINEERING","468 LONG AVENUE FERNDALE
RANDBURG
JOHANNESBURG
TEL; 792 1750
FAX; 792 5576
EMAIL","011-792 1750, 011-792 5576",tom@tombell.co.za,
MAJITA'S AIRCONDITIONING,"ADDRESS:
337 MZILIKAZI STREET
KEMPTON PARK
CELL:
072 639 0599
EMAIL:
majitasai@gmail.com
TRADE HEADING
AIRCONDITIONING REPAIRS","337 MZILIKAZI STREET
KEMPTON PARK
CELL; 072 639 0599
EMAIL",072 639 0599,majitasai@gmail.com,
FERROGAS CC (PTY) LTD,"ADDRESS:
10 HARMONIE STREET
KLARINET
WITBANK
TEL:
013-656 4979
FAX:
013-656 4977 / 8 / 9
EMAIL:
debtors@feroogas.co.za
TRADE HEADING
GAS SUPPLIERS","10 HARMONIE STREET
KLARINET
WITBANK
TEL; 656 4979
FAX; 656 4977 ; 9
EMAIL","013-656 4979, 013-656 4977",debtors@feroogas.co.za,
MILNEX 212,"ADDRESS:
96 INNES ROAD
NUFFIELD
SPRINGS
CELL:
079 519 9344
EMAIL:
shona@myconnection.co.za
TRADE HEADING
IRON & STEEL PRODUCTION","96 INNES ROAD
NUFFIELD
SPRINGS
CELL; 079 519 9344
EMAIL",079 519 9344,shona@myconnection.co.za,
FUGRO AIRBORNE SURVEY (PTY) LTD,"ADDRESS:
109 FUGRO HANGER
LAMSERIA AIRPORT
RANDBURG
TEL:
011-659 1119
EMAIL:
jvardy@fugro.airbome.co.za
TRADE HEADING
ARCHAEOLOGICAL SURVEYS","109 FUGRO HANGER
LAMSERIA AIRPORT
RANDBURG
TEL; 659 1119
EMAIL",011-659 1119,jvardy@fugro.airbome.co.za,
ALPHA TRAUMA CENTRE,"ADDRESS:
23 JOUBERT STREET
VEREENIGING
TEL:
016-422 0507
FAX:
016-422 0509
TRADE HEADING
COMMUNITY CENTRE","23 JOUBERT STREET
VEREENIGING
TEL; 422 0507
FAX; 422 0509
TRADE HEADING
COMMUNITY CENTRE","016-422 0507, 016-422 0509",,
RIALWAY SAFETY REGULATOR,"ADDRESS:
WATERVIEW CNR BUS OFFICE
2 ERNEST OPPENHEIMER
JOHANNESBURG
TEL:
011-417 0000
FAX:
011-417 0069
EMAIL:
lufuno@rsr.org.za
TRADE HEADING
RAIL TRANSPORT","2 ERNEST OPPENHEIMER
JOHANNESBURG
TEL; 417 0000
FAX; 417 0069
EMAIL","011-417 0000, 011-417 0069",lufuno@rsr.org.za,
CHROMATECH SERVICES (PTY) LTD,"POSTAL ADDRESS:
P O BOX 21467
HELDERKRUIN
JOHANESSBURG
TEL:
011-958 1924
FAX:
086-100 5683
EMAIL:
sean@chromatech.co.za
TRADE HEADING
IRON & STEEL PRODUCTION","21467
HELDERKRUIN
JOHANESSBURG
TEL; 958 1924
FAX; 100 5683
EMAIL","011-958 1924, 086-100 5683",sean@chromatech.co.za,
EHRENBERG ENGINEERING,"ADDRESS:
55 BOOYSENS ROAD
JOHANNESBURG
TEL:
011-493 6280
FAX:
011-493 1677
EMAIL:
electrocontact@globel.co.za
TRADE HEADING
BRICK MAKING MACHINERY","55 BOOYSENS ROAD
JOHANNESBURG
TEL; 493 6280
FAX; 493 1677
EMAIL","011-493 6280, 011-493 1677",electrocontact@globel.co.za,
ATOZ DIESEL ENGINEERING,"ADDRESS:
1239 TANG ROAD
GERMISTON
JOHANNESBURG
TEL:
011-822 6761
EMAIL:
reception@atozdieseleng.co.za
TRADE HEADING
DIESEL ENGINEERS","1239 TANG ROAD
GERMISTON
JOHANNESBURG
TEL; 822 6761
EMAIL",011-822 6761,reception@atozdieseleng.co.za,
POWER DEVELOPMENT SERVICES,"ADDRESS:
275 GRANVILLE AVENUE
ROBERTVILLE
JOHANNESBURG
TEL:
011-472 0669
FAX:
011-472 6008
EMAIL:
sales@pdspower.co.za
TRADE HEADING
UNINTERRUPTIBLE POWER SUPPLIES","275 GRANVILLE AVENUE
ROBERTVILLE
JOHANNESBURG
TEL; 472 0669
FAX; 472 6008
EMAIL","011-472 0669, 011-472 6008",sales@pdspower.co.za,
HAWKER SIDDELEY TRANSFORMERS,"ADDRESS:
3B VAN DE VENTER STREET
WADEVILLE
GERMISTON
TEL:
011-827 3458
FAX:
011-824 3061
EMAIL:
sales@hawkersiddeley.co.za
TRADE HEADING
GENERATION & ACCESSORIES","827 3458
FAX; 824 3061
EMAIL","011-827 3458, 011-824 3061",sales@hawkersiddeley.co.za,
KNOWLEDGE ELECTRICALAMP TRANSFORMERS,"ADDRESS:
5 EVANS ROAD
ALRODE SOUTH
ALBERTON
TEL:
011-900 1515
FAX:
011-900 1510
EMAIL:
ampstransformers@netactive.co.za
TRADE HEADING
GENERATORS & ACCESSORIES","5 EVANS ROAD
ALRODE SOUTH
ALBERTON
TEL; 900 1515
FAX; 900 1510
EMAIL","011-900 1515, 011-900 1510",ampstransformers@netactive.co.za,
R & H RAILWAY,"ADDRESS:
R & H HOUSE
76 MAIN STREET
BORDEAUX RANDBURG
TEL:
011-886 6951
FAX:
011-886 7792
EMAIL:
jhb@robhitch.co.za
TRADE HEADING
RAIL TRANSPORT","76 MAIN STREET
BORDEAUX RANDBURG
TEL; 886 6951
FAX; 886 7792
EMAIL","011-886 6951, 011-886 7792",jhb@robhitch.co.za,
APC BY SCHNEIDER,"ADDRESS:
MIDRAND
HEAD OFFICE
TEL:
011-254 6400
EMAIL:
belinda.aslett@schneider-electric.co.za
TRADE HEADING
UNINTERRUPTIBLE POWER SUPPLIES","254 6400
EMAIL",011-254 6400,belinda.aslett@schneider-electric.co.za,
IMPALA FRUIT & FLOWERS,"ADDRESS:
LIFESTYLE CROSSING
HENDRIK POTGIETER ROAD
LITTLE FALLS
ROODEPORT
TEL:
011-475 0340
EMAIL:
pedoinoala.mail@gmail.com
TRADE HEADING
FRUIT & VEGETABLES","475 0340
EMAIL",011-475 0340,pedoinoala.mail@gmail.com,
ABACUS GARDENS,"ADDRESS:
308 BOUNDARY ROAD
NORTH RIDING
JOHANNESBURG
TEL:
011-795 2000
FAX:
011-795 2021
EMAIL:
debbie@abacusgardens.com
TRADE HEADING
LANDSCAPING & GARDENING","308 BOUNDARY ROAD
NORTH RIDING
JOHANNESBURG
TEL; 795 2000
FAX; 795 2021
EMAIL","011-795 2000, 011-795 2021",debbie@abacusgardens.com,
LIUGONG MACHINERY SOUTH AFRICA (PTY) LTD,"ADDRESS:
82 POMONA ROAD
POMONA
KEMPTON PARK
GAUTENG
TEL:
011-979 0970
FAX:
011-797 0975
EMAIL:
rudyc@liugong.com
TRADE HEADING
EARTH MOVING SUPPLIES","82 POMONA ROAD
POMONA
KEMPTON PARK
GAUTENG
TEL; 979 0970
FAX; 797 0975
EMAIL","011-979 0970, 011-797 0975",rudyc@liugong.com,
GEO TRANSMISSION SPARES & REPAIRS,"ADDRESS:
2 MARIGNANE DRIVE
BONAERO PARK
KEMPTON PARK
JOHANNESBURG
TEL:
011-395 4629
EMAIL:
cicelia@geotransmission.co.za
TRADE HEADING
GEARBOX REPAIRS","2 MARIGNANE DRIVE
BONAERO PARK
KEMPTON PARK
JOHANNESBURG
TEL; 395 4629
EMAIL",011-395 4629,cicelia@geotransmission.co.za,
SA FENCE AND GATE (MIDRAND),"ADDRESS:
322 / 2 15th Street
Randjiespark
Midrand
Gauteng
TEL:
+27(0)11 542 0460
FAX:
+27(0)11 314 4647
WEBSITE:
www.fng.co.za
TRADE HEADING
ACCESS CONTROL
POSTS 
WELDED MESH
FIELD FENCE
BARBED WIRE
DIAMOND ME","2 15th Street
Randjiespark
Midrand
Gauteng
TEL; 11 542 0460
FAX; 11 314 4647
WEBSITE","+27, +27",,
BROKREW INDUSTRIAL (PTY) LTD,"ADDRESS:
33 HOMPES STREET
LEWISHAM
MOGALE CITY
JOHANNESBURG
TEL:
011-668 6300
EMAIL:
info@uvss.co.za
TRADE HEADING
VENTILATOR & AIR VENT EQUIPMENT","33 HOMPES STREET
LEWISHAM
MOGALE CITY
JOHANNESBURG
TEL; 668 6300
EMAIL",011-668 6300,info@uvss.co.za,
MEGA LOCK,"ADDRESS:
KYALAMI SHOPPING CENTRE
1ST FLOOR
DYTCHLEY ROAD
KYALAMI
MIDRAND
TEL:
011-466 3528
FAX:
011-466 3526
EMAIL:
admin@megalock.co.za
TRADE HEADING","466 3528
FAX; 466 3526
EMAIL","011-466 3528, 011-466 3526",admin@megalock.co.za,
IMPACT MEDICAL,"ADDRESS:
BROADACRES
JOHANNESBURG
TEL:
011-469 1750
EMAIL:
impactmed@global.co.za
TRADE HEADING
DISABILITY AIDS & EQUIPMENT","469 1750
EMAIL",011-469 1750,impactmed@global.co.za,
TURBO VENT AFRICA (PTY) LTD,"ADDRESS:
412 HEIDELBERG ROAD
TULISA PARK
JOHANNESBURG
TEL:
011-613 6921
FAX:
011-613 1241
EMAIL:
sales1@turbovent.co.za
TRADE HEADING
VENTILATOR & AIR VENT EQUIPMENT","412 HEIDELBERG ROAD
TULISA PARK
JOHANNESBURG
TEL; 613 6921
FAX; 613 1241
EMAIL","011-613 6921, 011-613 1241",sales1@turbovent.co.za,
TISSUE MASTERS (PTY) LTD,"ADDRESS:
ISANDO PARK
33 QUALITY ROAD
ISANDO
KEMPTON PARK
TEL:
011-392 4601
FAX:
011-392 2139
TRADE HEADING
SANITARY HYGIEN PRODUCTS","33 QUALITY ROAD
ISANDO
KEMPTON PARK
TEL; 392 4601
FAX; 392 2139
TRADE HEADING
SANITARY HYGIEN PRODUCTS","011-392 4601, 011-392 2139",,
ALSTOM MECHANICAL EQUIP,"ADDRESS:
BRANCH ROAD
DRIE HOEK
GERMISTON
TEL:
011-871 6666
FAX:
011-871 6777
EMAIL:
craig.johnston@actom.co.za
TRADE HEADING
VENTILATOR & AIR VENT EQUIPMENT","871 6666
FAX; 871 6777
EMAIL","011-871 6666, 011-871 6777",craig.johnston@actom.co.za,
ROLAND DG SOUTH AFRICA,"ADDRESS:
KYALAMI PARK
MIDRAND
TEL:
011-466 1551
FAX:
011-466 1555
EMAIL:
bianca.corbier@rolanddg.co.za
TRADE HEADING
SCREEN PRINTING SUPPLIES","466 1551
FAX; 466 1555
EMAIL","011-466 1551, 011-466 1555",bianca.corbier@rolanddg.co.za,
THE DOCUMENT WAREHOUSE,"ADDRESS:
5 KRAG STREET
SELBY
JOHANNESBURG
TEL:
011-298 0700
FAX:
011-493 0279
EMAIL:
michellep@dw.co.za
TRADE HEADING
DOCUMENT MANAGEMENT","5 KRAG STREET
SELBY
JOHANNESBURG
TEL; 298 0700
FAX; 493 0279
EMAIL","011-298 0700, 011-493 0279",michellep@dw.co.za,
OSHA ADMINISTRATORS,"ADDRESS:
3 CAXTON ROAD
BUSINESS PARK
INDUSTRIA
JOHANNESBURG
TEL:
011-474 1577
EMAIL:
nadsecurity@gmail.com
TRADE HEADING
FIRE SAFETY SERVICES","3 CAXTON ROAD
BUSINESS PARK
INDUSTRIA
JOHANNESBURG
TEL; 474 1577
EMAIL",011-474 1577,nadsecurity@gmail.com,
PIONTO PEOPLE CC,"ADDRESS:
3 1ST BARDENE
BOKSBURG
TEL:
011-894 4371
FAX:
011-894 4380
TRADE HEADING
RECRUITMENT CONSULTANTS","3 1ST BARDENE
BOKSBURG
TEL; 894 4371
FAX; 894 4380
TRADE HEADING
RECRUITMENT CONSULTANTS","011-894 4371, 011-894 4380",,
DOCUMENT EXCELLENCE (PTY) LTD,"ADDRESS:

58 WESSEL ROAD

RIVONIA

SANDTON

TEL:

011-234 2282

FAX:

011-234 2280

TRADE HEADING

OFFICE EQUIPMENT SUPPLIERS","58 WESSEL ROAD

RIVONIA

SANDTON

TEL; 234 2282

FAX; 234 2280

TRADE HEADING

OFFICE EQUIPMENT SUPPLIERS","011-234 2282, 011-234 2280",,
MONTY'S,"ADDRESS:
15 WATT AVENUE
PAN AFRICA JUNCTION
WYNBERG
SANDTON
TEL:
011-786 0274
FAX:
011-786 0694
TRADE HEADING
PAWN BROKERS","15 WATT AVENUE
PAN AFRICA JUNCTION
WYNBERG
SANDTON
TEL; 786 0274
FAX; 786 0694
TRADE HEADING
PAWN BROKERS","011-786 0274, 011-786 0694",,
SAWA HAA SPA,"ADDRESS:
SHOP 12 SUNWARD PALMS
KING FISHER AVENUE
SUNWARD PARK
JOHANNESBURG
TEL:
011-050 1707
EMAIL:
sawahaa@hotmail.co.za
TRADE HEADING
MASSAGE PARLOURS","12 SUNWARD PALMS
KING FISHER AVENUE
SUNWARD PARK
JOHANNESBURG
TEL; 050 1707
EMAIL",011-050 1707,sawahaa@hotmail.co.za,
PARROT PRODUCTS (PTY) LTD (MAXI CALL),"ADDRESS:
CLEVELAND
TEL:
086-126 2737
EMAIL:
sales@parrot.co.za
TRADE HEADING
OFFICE EQUIPMENT SUPPLIERS","126 2737
EMAIL",086-126 2737,sales@parrot.co.za,
SHABANGU ARCHITECTS CC,"ADDRESS:
TWICE BUILDING
1 JELLICOE AVENUE
ROSEBANK
JOHANNESBURG
TEL:
011-880 1210
EMAIL:
office@shabanguarchitects.co.za
TRADE HEADING
ARCHITECTS","1 JELLICOE AVENUE
ROSEBANK
JOHANNESBURG
TEL; 880 1210
EMAIL",011-880 1210,office@shabanguarchitects.co.za,
BOOGERTMAN & PARTNERS,"ADDRESS:
NICOL MAIN OFFICE PARK
4 BRUTON ROAD
BRYANSTON
SANDTON
TEL:
011-790 1600
FAX:
011-463 1197
EMAIL:
ietie@boogetertman.co.za
TRADE HEADING
ARCHITECTS","4 BRUTON ROAD
BRYANSTON
SANDTON
TEL; 790 1600
FAX; 463 1197
EMAIL","011-790 1600, 011-463 1197",ietie@boogetertman.co.za,
PHIRI GROUP ARCHITECTS,"ADDRESS:
104 BELMONT VILLA
PAUL KRUGER STREET
MBOMBELA
TEL:
013-752 3763
FAX:
013-752 3760
EMAIL:
pgarc@pgarchitects.co.za
TRADE HEADING
ARCHITECTS","104 BELMONT VILLA
PAUL KRUGER STREET
MBOMBELA
TEL; 752 3763
FAX; 752 3760
EMAIL","013-752 3763, 013-752 3760",pgarc@pgarchitects.co.za,
CO-ARC INTERNATIONAL ARCHITECTS INC,"ADDRESS:
166 JAN SMUTS AVENUE
ROSEBANK
TEL:
011-447 1344
FAX:
011-447 1343
EMAIL:
admin@co-arc.com
TRADE HEADING
ARCHITECTS","166 JAN SMUTS AVENUE
ROSEBANK
TEL; 447 1344
FAX; 447 1343
EMAIL","011-447 1344, 011-447 1343",admin@co-arc.com,
URBAN EDGE GAUTENG (PTY) LTD,"ADDRESS:
129 BARRY
HERTZOG AVENUE
EMMARENTIA
JOHANNESBURG
TEL:
011-486 0641
EMAIL:
urbanedge@jhb.co.za
TRADE HEADING
ARCHITECTS","129 BARRY
HERTZOG AVENUE
EMMARENTIA
JOHANNESBURG
TEL; 486 0641
EMAIL",011-486 0641,urbanedge@jhb.co.za,
SBT JUUL AFRICA (PTY) LTD,"ADDRESS:
122 PYBUS ROAD
WIERDA VALLEY
SANDTON
TEL:
011-883 9667
FAX:
011-783 0217
EMAIL:
paulm@sbtjuul.co.za
TRADE HEADING
ARCHITECTS","122 PYBUS ROAD
WIERDA VALLEY
SANDTON
TEL; 883 9667
FAX; 783 0217
EMAIL","011-883 9667, 011-783 0217",paulm@sbtjuul.co.za,
SOIL KING,"ADDRESS:
R29 MAIN REEF ROAD
BENONI
TEL:
011-423 2288
FAX:
011-423 2288
EMAIL:
info@soilking.co.za
TRADE HEADING
SAND & STONE","29 MAIN REEF ROAD
BENONI
TEL; 423 2288
FAX; 423 2288
EMAIL","011-423 2288, 011-423 2288",info@soilking.co.za,
SILICA QUARTZ (PTY) LTD,"ADDRESS:
FARM GROENFONTEIN
GROENFONTEIN OFF RAMP DELMAS
TEL:
013-665 7900
FAX:
013-665 7910
EMAIL:
mandie@silq.co.za
TRADE HEADING
SAND & STONE","665 7900
FAX; 665 7910
EMAIL","013-665 7900, 013-665 7910",mandie@silq.co.za,
SANDPIT (PTY) LTD,"TEL:
011-901 7919
FAX:
011-615 2809
EMAIL:
admin@sandpit.co.za
TRADE HEADING
SAND & STONE","901 7919
FAX; 615 2809
EMAIL","011-901 7919, 011-615 2809",admin@sandpit.co.za,
SANDPIT (PTY) LTD (2),"TEL:
011-622 2760
EMAIL:
admin@sandpit.co.za
TRADE HEADING
SAND & STONE","622 2760
EMAIL",011-622 2760,admin@sandpit.co.za,
SANDCOR,"ADDRESS:
2 KGWEBO STREET
CASHAN
RUSTENBURG
TEL:
014-592 4337
FAX:
014-592 2900
EMAIL:
miniloads@atlantic.net
TRADE HEADING
SAND & STONE","2 KGWEBO STREET
CASHAN
RUSTENBURG
TEL; 592 4337
FAX; 592 2900
EMAIL","014-592 4337, 014-592 2900",miniloads@atlantic.net,
JJ MARITZ & SONS (PTY) LTD,"TEL:
011-391 7380
FAX:
011-391 3211
EMAIL:
adele@jimaritz.co.za
TRADE HEADING
SAND & STONE","391 7380
FAX; 391 3211
EMAIL","011-391 7380, 011-391 3211",adele@jimaritz.co.za,
CRUSHCO (PTY) LTD,"ADDRESS:
320 3RD AVENUE
KNIGHTS
GERMISTON
TEL:
011-828 5722
FAX:
011-828 5788
EMAIL:
ntombi.masoado@thedeep.co.za
TRADE HEADING
SAND & STONE","320 3RD AVENUE
KNIGHTS
GERMISTON
TEL; 828 5722
FAX; 828 5788
EMAIL","011-828 5722, 011-828 5788",ntombi.masoado@thedeep.co.za,
MACCAFERRI EDMS BPK FAKS VOLP,"ADDRESS:
NORTHLANDS IND PARK
TEL:
087-742 2479
EMAIL:
michelle.neemal@maccaferri.co.za
TRADE HEADING
GROUND WORK CONTRACTORS","742 2479
EMAIL",087-742 2479,michelle.neemal@maccaferri.co.za,
MACCAFERRI EDMS BPK (RANDBURG),"ADDRESS:
227 TRADE MARKIN
NORTHLANDS IND PARK
RANDBURG
TEL:
087-742 2710
EMAIL:
michelle.neermal@maccaferri.com
TRADE HEADING
GROUND WORK CONTRACTORS","227 TRADE MARKIN
NORTHLANDS IND PARK
RANDBURG
TEL; 742 2710
EMAIL",087-742 2710,michelle.neermal@maccaferri.com,
M W CIVIL EARTH WORKS (PTY) LTD,"ADDRESS:
PLOT 168 INKOOS STREET
RIETFONTEIN
KRUGERSDORP
TEL:
011-795 4029
EMAIL:
peter@mwcivils.co.za
TRADE HEADING
GROUND WORK CONTRACTORS","168 INKOOS STREET
RIETFONTEIN
KRUGERSDORP
TEL; 795 4029
EMAIL",011-795 4029,peter@mwcivils.co.za,
DESMOND EQUIPMENT SA,"ADDRESS:
46 ELECTRON AVENUE
ISANDO
KEMPTON PARK
TEL:
011-974 9003
EMAIL:
dezzi@venturenet.co.za
TRADE HEADING
GROUND WORK CONTRACTORS","46 ELECTRON AVENUE
ISANDO
KEMPTON PARK
TEL; 974 9003
EMAIL",011-974 9003,dezzi@venturenet.co.za,
CORPORATE STRUCTURAL SYSTEM AFRICA,"ADDRESS:
72 VOORTREKKER ROAD
ADENVALE
TEL:
011-609 5875
EMAIL:
david@cssafrica.co.za
TRADE HEADING
GROUND WORK CONTRACTORS","72 VOORTREKKER ROAD
ADENVALE
TEL; 609 5875
EMAIL",011-609 5875,david@cssafrica.co.za,
CATECH TECHNICAL ENGINEERING SERVICES CC,"ADDRESS:
12 ROLLER STREET
SPARTON
KEMPTON PARK
TEL:
011-392 3718
FAX:
011-974 9091
EMAIL:
ace@catech.co.za
TRADE HEADING
GROUND WORK CONTRACTORS","12 ROLLER STREET
SPARTON
KEMPTON PARK
TEL; 392 3718
FAX; 974 9091
EMAIL","011-392 3718, 011-974 9091",ace@catech.co.za,
BMG LOGISTICS,"ADDRESS:
1 VAN DYK ROAD
BOKSBURG EAST
BOKSBURG
TEL:
011-914 3103
EMAIL:
bmglogistics@mweb.co.za
TRADE HEADING
ground work contractors","1 VAN DYK ROAD
BOKSBURG EAST
BOKSBURG
TEL; 914 3103
EMAIL",011-914 3103,bmglogistics@mweb.co.za,
GAPP ARCHITECTS & URBAN DESIGNERS (PTY) LTD,"ADDRESS:
97 2ND AVENUE
MELVILLE
JOHANNESBURG
TEL:
011-482 1648
FAX:
011-482 1216
TRADE HEADING
ARCHITECTS","97 2ND AVENUE
MELVILLE
JOHANNESBURG
TEL; 482 1648
FAX; 482 1216
TRADE HEADING
ARCHITECTS","011-482 1648, 011-482 1216",,
CRUX BUILDING SUPPLIERS (PTY) LTD,"ADDRESS:
12 ASH STREET
NOLDICK
MEYERTON
TEL:
016-362 3417
FAX:
016-362 3437
TRADE HEADING
SAND & STONE","12 ASH STREET
NOLDICK
MEYERTON
TEL; 362 3417
FAX; 362 3437
TRADE HEADING
SAND ","016-362 3417, 016-362 3437",,
