Name,Category,Phone,Email,Description
Purple Trumpet Guesthouse,Accommodation,(0) 12 346 5121 / (0) 12 346 5170,,"AB de Villiers
It has been a lifelong dream of SA cricketer AB de Villiers and his brother Jan de Villiers to open a guesthouse catering to the needs of local and international travelers. After careful consideration they decided that Waterkloof wou..."
Opikopi Guest House,Accommodation,083 302 1899,,
Jennifer Cole Travel Counsellors,Travel,084 637 1157,,
Busted Knuckle Garage,Tourism & Events,,,
1322 Backpackers International,Tourism & Events,012 362 3905,,"&nbsp;About Us



Set in the bustling suburb of HATFIELD – PRETORIA EAST, this well-established family-owned &amp; run business has been welcoming guests since 2005.Only a 10 minute walk to Hatfield Square, Restaurants, most Embassies, Shops etc. and..."
Uitkyk Vleis- en Supermark,Retail,,,
The Gasboys Menlyn,Retail,,,
Montigroei Distributors,Retail,,,
Jewelry,Retail,,,
Hubbly Hub,Retail,,,
Hirsch's Centurion,Retail,,,
Antiques and Collectables,Retail,,,
Annique Independent Consultant,Retail,,,
Accu-Truss,Retail,,,
Citadel INVESTMENT Investment Management,Banking,012 470 2500,,"DISCOVER THE TRUE WORTH OF YOUR WEALTH
Citadel is a specialist wealth manager who helps clients explore the true potential of their hard-earned money. We achieve this through character-rich engagement and strong relationships based on mutual respect and..."
Grofin,Finance & Business Services,012 998 8280,,GroFin&nbsp;is a pioneering development financier specialising in financing and supporting small and growing businesses (SGBs) across Africa and the Middle East. We combine patient capital and specialized business support to grow emerging market enterpris...
Mc Carthy Toyota Centurion,Spare parts,(012) 653-9400,,
Hyuandai Pretoria,Spare parts,012 665 0013,,"Hyundai Automotive South Africa (Pty) Ltd
Hyundai Automotive South Africa in partnership with Motus Corporation will ensure that the needs of all our customers are met and that the highest level of service is provided. Hyundai SA will ensure that every a..."
Supa Quick Rosslyn,Wheels,(012) 751-1331/2,,"Thank you for choosing Supa Quick auto fitment centres; your professional full-service auto tyre fitment centre that offers premium service, coupled with our trusted expertise in tyres, batteries, shocks and exhausts. When you walk through our doors you a..."
Shell Ntati Motors,Automotive,012 541 0278,,"Shell is an integrated energy company that aims to meet the world’s growing demand for energy in ways that are economically, environmentally and socially responsible.
Shell is a global group of energy and petrochemical companies.
Our operations are divi..."
McCarthy Audi,Pre-owned Vehicles,(012) 300-8300,,In association with other Bidvest Divisions it also offers vehicle finance and insurance options as wel Audi Driving Experience Driving an Audi just got better The harnessed power of a mighty engine at your fingertips. The thrill of agility and performanc...
Mind Power,Employee Wellbeing,012 670-9786,,"John Broome is the founder of Mind Power, a business dedicated to developing human potential.
Each of his programmes is based on the boundless potential that is the hallmark of human life, and designed to produce the fastest, safest, surest results obtai..."
Essential Living CC,Training & Development,(079) 329-7334,,
The Herbalist,Health & Medical,,,
Workforce,Cullinan,,,
Glamako,Health & Medical,,,
Carina Avenant Audiologist,Health & Medical,,,
Cullinan Pharmacy,Cullinan,,,
Discovery Financial Advisor,Cullinan,,,
Logix Leak Detection,Plumbing,(012) 549-4162,,Leak detection in underground water pipes ( Correlation and Gas) Water Management systems PRV's ( pressure reducing valves) AMR ( Automatic meter reading system) Logging of water meters to determine Night Flow and usage. Water saving systems Supply of wid...
JQSN Business Enterprise,Building Services,(012) 703-2092,,
City Property,Property Developers,012 319 8700,,"As a leading property company, our success not only lies in the onsite management and maintenance teams that care for our properties and its tenants but also the administration staff. This includes friendly call centre staff, customer care, leasing and bi..."
Michelangelo Technology,Waste Management,012 332 3230,,"Michelangelo Technology is delivering tomorrow's green promise today. We believe in prosperity through growth of the green economy with sustainable solutions that are environmentally friendly and cost effective.
Energy &amp; Water Saving
Is your municip..."
Pretoria Primal Traders,Agriculture & Environment,012 386 7500,,
New GX Capital Holdings,Home & Garden,012 308 3000,,
Epol,Agri,012 386 0469,,
Goodina wildsboendery,Cullinan,,,
Top Tiles,Building Services,012 542 6049,,"TOPTILES are renowned by architects for their beauty and durability. A roof crafted from TOPTILES roof tile typically lasts for generations, and is backed by the industry's most comprehensive warranty program. TOPTILES supply a range of concrete roof tile..."
Titans,Developers,,,
Thabiso Mmetse Trading And Projects,Health & Medical,,,
Go Get It Logistics,Cullinan,,,
Office Objects SA (Pty) Ltd,Infrastructure & Construction,012 342 2501,,"At Office Objects we offer a comprehensive turn-key interior solution to our clients in the corporate office environment. From empty shell to finished product,&nbsp;we do it all.
Our comprehensive turn-key&nbsp;services can be summarized as follows, but..."
Nyeleti Consulting,Engineering Services,012 361 3629,,"CBC BUSINESS OF THE YEAR WINNER 2018&nbsp;
Welcome to Nyeleti Consulting
As a black-owned South African consulting engineering company we specialise in most civil engineering infrastructure fields, specifically structural, water and transportation engin..."
MPO Plumbing,Infrastructure & Construction,074 178 2094,,
MidCity Property Services (Pty) Ltd,Property Developers,(012) 426-3400,,"MidCity has taken on a holistic approach to providing our clients with a unique and innovative service offering, hence the reason for our slogan HOLISTIC PROPERTY SOLUTIONS. We also believe in innovation and have implemented state of the art IT systems to..."
McLachlan Du Plooy Gauteng Pty. Ltd,Professional Services,(012) 803-3620,,"As a company McLachlan du Plooy Gauteng (Pty) Ltd are continuously gearing itself to face future challenges and at a time when we are all becoming increasingly environmentally conscious, we acknowledge that the role of the quantity surveyor will be even m..."
Khanya Engineering,Professional Services,(013) 656-5058,,"KHANYA ENGINEERING SERVICES&nbsp;CC.Sells:Boilers,Check Valves,Forgings,Grinders (Tools), Other,Grinding Wheels,Grinders (Tools), Other,Tools,"
Industrialbat cc,Estate Agents,012 541 1818,,
ICCS (Trading as Volembo Plumbers),Plumbing,012 541 0785,,
GB Square (PTY) LTD,Carpentry,082 552 6457,,"GB Square (Pty) Ltd is a name synonymous with build‐to‐suit interior contracting. Launched in 2005 the company
has grown beyond expectations to include a wide variety of projects ranging from small tenant renovations, upmarket
housing, drywall partition..."
Enlightenment,Electrical,078 553 4001,,Enlightenment is concerned with the installation and general maintenance of electrical components. We have for example serviced some of the City of Tshwane's buildings in upkeep of their electrical systems.
CLV Properties,Developers,012 482 6606,,"ABOUT US

From Apartment Rentals to Home Buying to Investment Management
For over 45 years CLV Group has been helping renters and home owners find the perfect place to call home. From heritage styled apartments in historic areas of cities to amenity fi..."
Bafkho projects,Carpentry,012 751 6630,,
AVD Projects,Building Services,082 795 1878,,
Amazing 5,Professional Services,083 313 1370,,
AI2SA,Building Services,(012) 348-6124,,All Industrial control and production systems projects have two macro phases. The 1st is the Tender Process and relates to every aspect that occurs prior to 2nd phase being Implementation. Feasibility studies may occur many years ahead of possible project...
Zibonele General Cleaning Services,Finance & Business Services,072 574 3389,,
Xpedia Consulting,Finance & Business Services,012 667 2970,,
West Park Spar,Finance & Business Services,012 386 5534,,
Ulanga Industrail Resources,Finance & Business Services,(012) 803 7087,,
The Source,Finance & Business Services,(082) 653-8542,,
The Interface Financial Group,Finance,012 997 1254,,"ABOUT US
With over 150 offices and over 40 years in business, IFG is ready to meet your short-term funding needs. Each IFG location is managed on a local level, providing immediate service to our clients with local knowledge and experience.
Providing ca..."
Standard Bank Rosslyn,Banking,0860 123 000,,"Personal banking
Whether you want to transact, save or borrow, we have the financial solution for you. With innovative products and services designed to evolve with your changing needs.&nbsp;
Business banking
As South Africa&rsquo;s leading Business Ba..."
Spectacle Warehouse Lifestyle,Finance & Business Services,012 937 1498,,
Sirdar Group,Finance & Business Services,021 276 0540,,
Seda Automotive Technology Centre,Finance & Business Services,(012) 700-0699,,"SATeC Products &amp; Services Help with business basics Networking activities Marketing assistance Mentoring and Coaching Help with accounting/financial management Access to bank loans, loan funds and guarantee programs Help with presentation skills Links..."
Prof Gary Ferreira,Finance & Business Services,(079) 529-1376,,"Develop, execute and manage business strategies, plans and initiatives Strategic planning, advertising and direct marketing, CRM, database management and branding Conceptualise, develop and modify complicated business models Business Leadership Consulting..."
PAR Excellence,Finance & Business Services,076 961-8968,,
My Venture Capital,Finance,(082) 554-9315,,
Maletchaba Human Capital,Finance & Business Services,(012) 661-5007,,
Len Loeve,Finance & Business Services,012 358 3219,,
iThemba Training and Development,Human Resources,012 998 0809,,"iThemba established itself as a Training and Development Consultancy early in 1988. Its initial focus was on Recruitment, Selection and Secretarial training. Subsequently, the demands to address a broader spectrum in Human Resources development has shown..."
Inovizion (Member),Coaching & Mentoring,(082) 568-8781,,
Hlunga Group of Companies (PTY)LTD,Human Resources,011 656 1246,,"Hlunga has 13 years of experience and worked across a variety of industries within government, parastatals and corporate sectors. What you can expect from our service offerings: Highest level of ethical compliance. Sufficient administrative and profession..."
Genesis Projects & Services,Human Resources,012 541 3878,,
FUTURENT Consulting Solutions (Pty) Ltd,Finance,(012) 804 5066,,FUTURENT Consulting is a management consulting company. We deliver products and services along 3 service lines: - Consulting Services - Performance Improvement - Business Process Outsourcing
First National Bank Rosslyn,Banking,012 541 1555,,
F. D. P. Municipal,Finance & Business Services,084 518 6780,,"Fanus du Plooy Municipal Facilitators is there to render fast and professional service to Architects, Estate Agents, Developers, Letting Administrators, Lawyers as well as to private individuals.
We render the following services to the property industry...."
Experiental Technologies,Human Resources,(012) 997-3213,,
Employinsight,Human Resources,0834411810,,"At EmployInsight we offer our holistic approach and expertise to empower you on your journey towards Saving Money and Excelling in Business by making sure you hire and retain the best people.
Who are the best people? Those who have the skills, expertise,..."
Efficient Group,Financial Solutions,087 944 7999,,"The Efficient Group is a diversified financial services group focused on delivering a range of our own and associated products and services to both retail and institutional clients. We place our clients at the heart of our businesses processes, activities..."
Carfin,Finance & Business Services,0861 227 346,,"About Carfin, The Vehicle Finance Specialists
Due to the increase of record new vehicle sales of the last financial year, it is simple math that there will be an increase of used cars in the South African market.
Further research has detected that due t..."
Bridge Loans,Finance,012 322 3108,,
Bohlali Provider Support,Human Resources,012 662 1473,,"Bohlali Provider Support is a dynamic company with a passionate team of full time and freelance consultants dedicated to maximizing your organisations most valuable assets &ndash; your staff. With our highly skilled and experienced team in education, trai..."
Beeld,Publication,012-485-9048,,
BEEconsult (Pty) Ltd,Business Support,(012) 997-0834,,
Aliquot Integrated Marketing,Finance & Business Services,012 807 5022,,"In a globalized world where technology, competition and increasing regulations are standard it is crucial to optimize your return on investment and business agility.&nbsp;We provide the expertise and know how&nbsp;to create a brand that will resonate &nbs..."
African Bank,Finance,012 541 0000,,
ActionCOACH Lynnwood Ridge,Consulting & Strategies,012 0040379,,"Pieter du Plessis provides business help and business coaching services to businesses in Pretoria, Gauteng. Do you want to be a great performer? Then it's time to connect with Pieter now.
As the world of business moves faster it is difficult to keep up w..."
267 Two Thousand Consultants,Consulting & Strategies,(012) 547-4646,,
Emjay Trading Enterprise,Cullinan,,,
Easy find Cullinan,Cullinan,,,
Black Business Council,National Chambers,,,"&nbsp;The Black Business Council (BBC) is the over-arching confederation that represents black professional, business associations and chambers. The primary purpose of the BBC is to lobby government on policy related matters and to play an advocacy role w..."
Teuntin Electrical Services,Infrastructure & Construction,012 541 9059,,
